member_id,password,name,identification_number,birth_date,gender,phone_number,email,point,fraud_count
1adbe843-aa8f-4,e94GpCUo)y,김민지,9001261712454,1990-01-26,M,061-132-7135,jihyeoncoe@example.org,500,0
e1c54040-22c0-4,%EhCt8sm!2,정은주,9408011952604,1994-08-01,M,016-324-1659,jiagim@example.org,974,1
d37d66c0-5db3-4,Cq0ZrpIDT!,오현숙,9610261216878,1996-10-26,M,070-8843-1770,bagareum@example.com,929,0
e7b3cd9a-01b9-4,@2FHM$j1bb,박서연,0007273528592,2000-07-27,M,044-411-5680,seongho41@example.net,95,0
ebe6173f-68cd-4,*)5QXf9eWW,박옥자,9504041373065,1995-04-04,F,063-401-8369,jeongsuggim@example.net,363,0
78febd25-d70c-4,3v^1LH3rMZ,김민준,9410091780476,1994-10-09,M,053-934-0792,yejin33@example.org,897,0
88dfde90-c05e-4,#qt6FRgHwq,민보람,9012241708965,1990-12-24,M,033-673-0961,jiyeong00@example.org,977,0
dde01341-baba-4,IODY1Pl$!_,김예진,9510121422431,1995-10-12,F,062-659-5582,bagdohyeon@example.net,753,0
d0ee9d20-fdc9-4,@5YqciwWG@,윤지우,9207051449260,1992-07-05,M,054-199-2149,juweongim@example.org,843,0
a84f2d82-ba59-4,32b0D$UH@a,김옥자,9903131611938,1999-03-13,M,064-771-5369,hi@example.org,221,0
15e51cc7-ec0b-4,&9rU9Gv^V*,이정수,9806241789122,1998-06-24,M,010-4958-5519,jiyeongan@example.com,895,0
47a0946b-07d0-4,goKtmd2O#6,이진호,9508251438071,1995-08-25,M,044-530-3819,jihyeo@example.org,664,0
49573cb2-a0b5-4,l!9ER85wzg,김영호,0001203327384,2000-01-20,M,033-094-9439,sangceol30@example.org,153,0
a0537993-6887-4,iSd++2Qsgd,이도현,9006281809548,1990-06-28,M,010-1308-9116,seongyeonggil@example.net,594,0
7c86accf-189e-4,&#gGwAaP7G,이성현,9205011965154,1992-05-01,F,052-144-3655,nbag@example.org,840,0
b0343d6b-3886-4,&4R(Cok06u,민진호,9302101925009,1993-02-10,F,063-506-0001,gyeongsugyun@example.org,8,4
2d0b05cd-5ff6-4,e+Gu8BdxR$,한예원,9307081697402,1993-07-08,F,044-536-6415,eunji21@example.net,550,0
6bbb3cf6-1378-4,s(796Uh41B,문진호,8402211001266,1984-02-21,M,063-048-8300,minjaebag@example.org,751,0
335b98f0-040e-4,_EyP)nE!r8,윤도윤,9704211810066,1997-04-21,F,041-290-6968,minseog50@example.com,175,3
3f3ae87d-6df2-4,obEIVCOa*3,최경수,0507013568385,2005-07-01,M,070-4216-7611,zsong@example.net,693,1
1a6cd061-8f05-4,%)LeBt^Q2j,한하은,9401141780357,1994-01-14,M,052-667-1094,seunghyeono@example.com,581,0
5d58506c-b8cb-4,_9AOgfOv32,이미정,9504071031455,1995-04-07,F,019-911-5951,jihyei@example.org,813,0
dea8999b-77d9-4,$6KEsb@yuZ,김예지,9703061964061,1997-03-06,F,02-2348-8584,yangyeongmi@example.com,166,0
5b68a057-299b-4,%EYqjg@bL1,이명자,9907261366287,1999-07-26,F,043-842-1529,yunseojang@example.org,941,0
cf1badb3-20ae-4,oWIJ1hVm+2,김진우,9701211983386,1997-01-21,F,053-720-5530,jeongsig80@example.com,229,0
49424a90-520f-4,)8GfwvvOgk,주예원,9410241181224,1994-10-24,M,052-065-5646,donghyeonhwang@example.net,326,0
02aa1698-5620-4,$@c1UVaVHs,백옥순,9702051989286,1997-02-05,F,019-027-4955,lo@example.com,13,3
cf10418f-bc87-4,9bQEVk*+#B,박성훈,8306051083794,1983-06-05,F,018-984-7275,jiyeongan@example.com,882,0
bb1386b3-b905-4,!#718GYqbm,이성훈,9901251394351,1999-01-25,F,011-872-5675,yeongsungim@example.net,503,0
b769f9b0-6043-4,(D&7KZ8r)d,한은영,9806271404154,1998-06-27,M,064-728-4273,jihyeo@example.org,938,0
3d5b4a65-ce0b-4,$q+3PmSR!1,김은서,0506083333618,2005-06-08,F,033-034-3462,ei@example.com,680,3
e54b82e8-0ecd-4,Ot#QswoZ!9,김민수,9303121608086,1993-03-12,M,043-336-2580,yeongjagim@example.net,260,0
9fc86b41-79c7-4,(oYJx((wp6,양현지,0512073841186,2005-12-07,F,032-216-7671,yangujin@example.net,183,0
2fa0e662-da06-4,_VBJ)z9yq3,황정호,9703261144274,1997-03-26,M,043-544-0150,jiyeonggo@example.org,962,0
380d9c19-8e09-4,@vcHsK4MC1,김재현,9609191317356,1996-09-19,F,064-729-9277,gyun@example.org,953,0
df0df443-e00f-4,U4NCOS#j^r,박상현,9806041275821,1998-06-04,F,064-768-4979,ohayun@example.org,410,0
0ac5b2f2-a7da-4,((T$^GjC45,김현정,8608111947240,1986-08-11,F,044-031-1055,vi@example.org,706,0
7aa5360d-cecf-4,B_q33Nmkbj,최지원,9002151921163,1990-02-15,F,02-3102-5982,vbag@example.org,640,0
29cf310a-7f53-4,c(z3wLeQ3C,노승현,8802141948090,1988-02-14,F,031-303-7209,gimseongsu@example.org,759,0
3143d929-7ec2-4,+xIua#b!h8,구승현,9907171533211,1999-07-17,M,062-169-2578,jiweongim@example.org,303,0
3b131a16-7cb8-4,9elM3BRm(v,이지영,8906161836299,1989-06-16,M,054-350-7758,yeongsun85@example.org,995,0
6c30a729-8991-4,)7KMGur*1y,안상철,9206061052185,1992-06-06,M,031-580-1031,jeongja09@example.net,104,0
315b506a-d75b-4,3$18G@io&l,최지은,9112241817897,1991-12-24,F,016-475-3770,gangjinu@example.net,343,0
9f409230-cc9a-4,UPa1B0Cc#H,김정수,8910031306485,1989-10-03,M,019-001-8312,seongmingim@example.org,602,2
bc6d1d83-27ba-4,A&&61Eug&z,김경숙,9906091172017,1999-06-09,F,019-906-7275,rgim@example.net,781,0
50561830-8e39-4,wG@7K%Ky&V,장현정,9706091705535,1997-06-09,F,041-694-1177,yeongho02@example.net,1000,0
c117f6cc-3d8c-4,G2ZhVHcs#X,정명숙,9006231630698,1990-06-23,F,063-432-4618,seunghyeon86@example.com,410,0
b90f3a31-3f93-4,@$aL1qryd9,김민수,0510013815062,2005-10-01,M,033-536-4810,seunghyeon86@example.com,855,0
ef85e3b3-cad6-4,VaTXQB@_(8,윤동현,8703021843539,1987-03-02,M,070-9369-2344,vbag@example.org,782,0
84d7f7b3-88fd-4,+z9#mMQjvF,오은정,9204221654017,1992-04-22,F,010-2425-8571,caeweon78@example.org,647,0
13ded274-9f29-4,D8GzBo@b*+,김옥자,9507071270202,1995-07-07,M,031-412-3732,jiagim@example.org,94,0
b1d94638-f454-4,P!@$8Pf8LW,전경숙,9306251033744,1993-06-25,F,02-8360-9992,mgim@example.net,754,0
9a8c7275-c1df-4,a)nG+1Ns+t,김영호,0011183579803,2000-11-18,M,032-600-4166,zi@example.org,758,1
b7090005-1165-4,aK0Dw$kT&H,김건우,9604081121098,1996-04-08,M,053-006-6766,zsong@example.net,604,0
9557bc86-bc65-4,(O73J4#rBG,김지원,8912261967760,1989-12-26,F,02-9627-8566,minjaebag@example.org,720,0
448597bf-6599-4,!yNET8504a,김민수,8809071294846,1988-09-07,M,064-769-9622,eunji21@example.net,469,0
6afd148e-c1de-4,JRg#N1BfKH,김하윤,8310191364841,1983-10-19,F,011-806-6965,jaehoi@example.net,587,0
3ad027f3-74ed-4,^Kbi6E2cy!,이은정,9512091847719,1995-12-09,F,032-266-7201,eunjeong42@example.net,330,2
71346771-79e2-4,jE9eGU38+2,임동현,9812031650159,1998-12-03,M,052-764-6369,minjaebag@example.org,570,0
1777f540-491f-4,@5SD6Yh3Ie,이정순,9704191000471,1997-04-19,M,070-5674-8987,yeongceol68@example.org,511,0
8ebe20e6-2680-4,ev!4BDtz*W,임영호,0012083484436,2000-12-08,F,032-449-4930,lgang@example.org,929,0
8872c1fd-5cbd-4,_pU$uzXp8z,이옥순,9508101509994,1995-08-10,M,070-5178-7744,hi@example.org,349,1
dd93dc57-fb6d-4,a*_64Q#i8D,이혜진,9312031267454,1993-12-03,M,064-782-3503,oyejin@example.net,726,0
11b8b8a6-5901-4,Z(0vOdij8),박영길,9503181774711,1995-03-18,M,064-771-9095,dgang@example.com,566,3
0e37855f-cc39-4,B45UYQ4e(p,김지연,8901251455506,1989-01-25,F,019-381-0849,mi@example.org,178,0
58905abf-18dc-4,!1Iv9(Epmw,송우진,9605161088454,1996-05-16,F,051-950-4138,yeongilim@example.org,76,0
d3298425-6573-4,%6BmwVcD%@,김현준,9606271079259,1996-06-27,F,064-766-3295,ujini@example.org,711,0
7fbad241-a19b-4,@10gL^lBA_,박채원,9705161072353,1997-05-16,M,062-097-9512,gangseoyun@example.net,895,0
ba37abba-ea61-4,@2BfN8Yrfd,류서영,0311023676905,2003-11-02,M,016-555-5334,jihyeoncoe@example.org,694,0
5ad6274f-1b83-4,)tQ1CpgB0n,양예지,0201153432716,2002-01-15,M,033-448-9488,nyu@example.com,270,0
02e8774b-c403-4,&$0Krqys1U,노지현,0002053004689,2000-02-05,F,031-783-9286,ygang@example.com,821,2
2749a52a-9ee9-4,B$3b8O6xvx,김동현,8802111795453,1988-02-11,M,051-997-5531,seojuni@example.com,757,0
72ca2896-09f5-4,!#URAgP22d,박보람,9009081780650,1990-09-08,M,043-541-1499,bagjihye@example.net,732,0
61a046ec-8805-4,$_r0A3%J3o,김민지,8812041830852,1988-12-04,M,017-390-6100,ijihu@example.net,585,0
8605444b-a220-4,u9gBVW#$(J,이도윤,0108183762742,2001-08-18,M,016-757-5276,dgim@example.net,369,0
e4efe1ed-d1f1-4,^ETgWxxM22,김광수,0411103543600,2004-11-10,M,032-207-3984,jeongunggim@example.org,139,1
7d003420-be71-4,&DvnM8HmC%,김정식,9810111920082,1998-10-11,M,042-863-8928,hyeonji24@example.com,80,0
929f3f58-9fd4-4,%6)A0^p9B3,류현준,9403051826605,1994-03-05,F,044-391-1151,minseog50@example.com,352,1
c1cf5e5e-8358-4,j&g4FS#c3(,김명숙,9210251039055,1992-10-25,F,064-736-3911,pi@example.org,88,0
f686de72-23e4-4,E@3YGvmG0y,강정희,8910221551635,1989-10-22,F,033-314-9807,eungyeong68@example.com,819,0
07bb9ea5-52a9-4,&1Y3%TDuJt,박수진,9303071829281,1993-03-07,F,031-908-3445,jiyeongan@example.com,595,0
5b96e35e-a93b-4,UE5G3^xa!b,송영식,8610181919254,1986-10-18,F,063-266-0170,jeongsuggim@example.net,268,2
ddff4a8f-05b0-4,Q26Zwh+G$n,손하윤,9608061665152,1996-08-06,F,070-1498-1407,yeongceol68@example.org,876,5
93e3b303-d9db-4,uJ9kZmps$),김중수,9903111715545,1999-03-11,M,051-756-6428,gojihu@example.com,423,1
b609e43c-2134-4,^%3VdZSp^F,김미숙,0304073297969,2003-04-07,M,070-7213-7949,nhong@example.com,783,1
f15f88a9-b565-4,d2(o@9Nx0@,김승민,9901121207691,1999-01-12,M,052-795-9785,seonghun81@example.net,397,0
437e7d3f-9606-4,s3L1Wk3U+%,홍서연,9305201360936,1993-05-20,F,033-685-4282,ijia@example.com,861,0
84cac325-d384-4,%15&wNtDDU,김정숙,9908201666042,1999-08-20,M,070-7976-5622,ygang@example.com,883,0
ae1d42eb-b33c-4,__0E1NjxqY,김명자,9006041897296,1990-06-04,M,042-449-6816,hi@example.org,735,0
d18a4d2b-c345-4,J0Z6l5Lo&@,김지우,8703091075758,1987-03-09,M,055-949-5226,seojuni@example.com,319,3
f09a44d3-6c38-4,_%3T2Nzm%1,조영수,0510273072435,2005-10-27,M,070-8362-7656,jeongnami@example.org,883,1
7a43bf03-b8b3-4,%5x@iSGwSf,문영길,9005201630396,1990-05-20,M,033-436-7810,hgim@example.org,880,0
fc8d64c5-ce5e-4,Tc3ASjpl+g,강보람,0505243983269,2005-05-24,F,031-253-0659,ggo@example.net,369,0
b7f7c4c9-ef81-4,_Wx2Pj!WAi,박하은,9211161920966,1992-11-16,F,064-794-2728,haeun91@example.org,317,0
85daf41f-9c2e-4,7hv0uLcy3),송준혁,8803101746937,1988-03-10,M,043-249-5469,bagsiu@example.org,709,0
f9d125c5-aca2-4,_(bZgSqX1u,권지훈,9403161706384,1994-03-16,F,019-853-9039,migyeongyun@example.net,106,0
5dd32576-0708-4,D1OdfyLU&R,허미숙,0105093223422,2001-05-09,F,010-0780-6478,seongyeonggil@example.net,214,0
fd8b2f8d-49d7-4,6rbKL09l#n,김영식,9710191201249,1997-10-19,F,02-9351-0730,seongmingim@example.org,290,0
0e217c5e-d59a-4,#hjVj_U7z1,윤민석,9603021495164,1996-03-02,F,064-785-4956,jungsu82@example.net,730,4
75af37bc-df2a-4,59KMXZvM)v,김현우,9510181841880,1995-10-18,M,062-639-6032,gimjeongnam@example.net,349,0
1e52822d-4026-4,))xuPDfx5j,서현준,9612141975931,1996-12-14,F,017-015-1406,ihwang@example.net,431,0
92f511fc-4073-4,_G9Q8Yfu&S,권상철,9511031948520,1995-11-03,M,032-609-8477,ogjai@example.net,129,0
2c638b75-760f-4,49#*LgL$%I,오경희,9307271505589,1993-07-27,F,019-357-8527,gimyeonghyi@example.org,552,0
4e70c3b3-9ce1-4,2)h#IWtk(5,김영희,0112043198335,2001-12-04,F,063-479-2532,jihyei@example.org,147,0
3b9a6425-e7f4-4,XNth98Vw5#,김지우,9601031053691,1996-01-03,F,054-169-8801,yunyeongho@example.org,212,3
78fe82d2-0a2a-4,)n8@#Ln4S1,김경자,8706031124323,1987-06-03,F,044-972-8802,xhan@example.net,445,1
5b8bccb4-60ee-4,D$^#1Vzw2n,홍예은,9604281308463,1996-04-28,M,044-364-3451,jihyeo@example.org,831,0
95af3df8-f725-4,zb3F@Gwr+7,김성민,9710121548379,1997-10-12,M,019-809-0016,siu48@example.org,579,0
a4027f37-42e1-4,7)9L6x@kG+,김정식,8901191146101,1989-01-19,F,033-515-2513,xi@example.net,338,0
6edf3528-79a7-4,#cEH4oudz1,백은정,0502203413491,2005-02-20,M,052-842-9166,munjuweon@example.com,400,0
2ba87faf-58ac-4,D87TzVeZ_),이정훈,8908051532320,1989-08-05,M,053-146-9614,eunjeong42@example.net,478,2
52137c9b-1090-4,)RMS7ShMoT,김아름,9808181836339,1998-08-18,M,011-463-4032,jeongunggim@example.org,340,1
218fc4e9-6e8a-4,$nWY!ttW3f,김순자,9403231417737,1994-03-23,F,041-568-0040,nbag@example.org,804,0
a67a8854-eb49-4,9)r7@RdkIa,안춘자,9408071729396,1994-08-07,F,044-911-8646,jiweonbag@example.com,440,0
173d90c7-d997-4,%Y6eaZDv1c,이지혜,9005131229871,1990-05-13,M,055-178-8208,oyejin@example.net,623,0
888b90d2-587c-4,f^7CwKuCui,김유진,9606221940473,1996-06-22,F,019-588-4809,seongyeonggil@example.net,230,0
2e6907bd-8921-4,C*u(7VOkDO,이은주,9805191505060,1998-05-19,M,052-354-1154,siu85@example.net,767,0
b43fcb5a-b25d-4,%ii4NvyjEu,이지은,8801021694750,1988-01-02,F,055-730-6489,gi@example.net,108,0
49813878-3e69-4,((TdG!kNG1,황정희,0507093050051,2005-07-09,M,031-895-5021,yeongjagim@example.net,897,0
aef31c3b-2648-4,P79bGuXaF^,노영자,9411171198039,1994-11-17,F,070-6278-3089,gimhayun@example.net,847,0
f3edb4cb-230c-4,Ih025bD3G!,박영미,0105043121283,2001-05-04,M,018-483-9086,mgim@example.com,494,0
58c9d7ff-5cbc-4,Xkd2JqIuN+,최아름,9810091630887,1998-10-09,M,051-953-2675,iyujin@example.org,892,0
3c99710b-d1a3-4,M4^fFOj@*f,김영순,8404051671331,1984-04-05,M,031-394-4948,jeongunggim@example.org,444,0
cfc7fcee-e4b6-4,2oA@5IZf99,김순옥,9511161649380,1995-11-16,F,062-471-4170,yeongceol68@example.org,158,0
9453a4b7-b5cf-4,7l9YY5EqH!,이중수,9412161920469,1994-12-16,F,044-542-6365,hanhayun@example.org,682,0
dd2699e4-ea1f-4,)k6zODrm9a,김민재,0308203658314,2003-08-20,M,02-3675-7012,gimjungsu@example.org,348,0
64f66bb5-8b27-4,Hi&n2@V5t!,김정웅,9812101386446,1998-12-10,F,052-301-8552,gimseohyeon@example.net,761,0
87341618-cc13-4,sz_&4FlmR_,최정순,9406271314431,1994-06-27,M,031-907-6942,jihyeo@example.org,418,0
f67c2933-409b-4,m1%4FJqnAV,우승민,9309061536734,1993-09-06,F,054-194-9420,ijia@example.com,401,5
a6deb1ec-52c8-4,+j9kTJo@r@,박경수,9102191771218,1991-02-19,F,043-316-9374,iyujin@example.org,271,0
beacbd91-77d2-4,M#4#K5Subg,한정수,9401131630920,1994-01-13,F,016-533-7189,hyeonjibag@example.net,435,0
2db48e18-8be3-4,$P7UaeSVv9,김민수,9206141604799,1992-06-14,M,070-2199-0525,kyun@example.org,929,0
5ebb95d2-eb60-4,EA93Rq74^k,김민수,9202021298325,1992-02-02,F,061-765-4887,vbag@example.org,143,1
b35867b8-ab3c-4,Em1El1Ycr&,김현숙,0409103731429,2004-09-10,M,063-091-1999,hyejin67@example.org,252,0
ec104731-4022-4,njkRT%d0(6,이영진,9403011074480,1994-03-01,F,052-415-9580,gyun@example.org,477,0
74e5ae14-1ee9-4,w#w&5RjbA&,이성민,9110251202086,1991-10-25,F,041-650-5712,gyeongsui@example.com,93,0
f612defe-a82b-4,%XU0Fa(g!e,이옥자,9206011783460,1992-06-01,F,02-3139-2253,sujini@example.org,880,5
d8c69473-1ccf-4,2d2CeVw$^u,최성수,9608161231881,1996-08-16,M,031-007-4682,gi@example.net,643,0
3deaa4b7-c052-4,)eybsVMBH3,서영희,9912281865439,1999-12-28,M,044-553-0428,jeongsuggim@example.net,326,2
612c2cba-ca1a-4,_PIZAcsc^7,차은영,0011093199217,2000-11-09,M,061-736-0469,ijia@example.com,489,3
26f2ebba-7033-4,*3S0^Up%tI,권민지,9506091620822,1995-06-09,F,061-781-4446,bagdohyeon@example.net,767,1
1e7e1e3b-a0a3-4,a@#20U!h5X,백정자,8912231349890,1989-12-23,M,018-736-7199,seongho41@example.net,235,0
85580d90-f557-4,%4Lfyk&n2o,이재호,0401193547944,2004-01-19,F,052-001-4970,jeongsig80@example.com,383,0
2781521f-f7ab-4,A*j5+GxuuE,성민수,9803031781122,1998-03-03,F,032-324-7745,zgim@example.net,424,0
55d62be0-3a02-4,9Zz7GKpw_(,김지우,0004183455480,2000-04-18,M,018-649-3633,zgu@example.net,964,0
bb762c93-18e5-4,1x4U_A7b1_,최영미,9111141196711,1991-11-14,F,017-488-1590,jeongnami@example.org,856,0
c59181b3-c252-4,jA2Y6BdHV),박민석,9711051626805,1997-11-05,F,033-362-2183,donghyeonhwang@example.net,285,1
9e621d51-45f7-4,+)k6CIrIh8,이채원,9705051197859,1997-05-05,M,042-484-5782,yejin33@example.org,573,0
55f8e006-ca6c-4,Z26QPl!Ky#,김미숙,9611261037862,1996-11-26,M,053-194-2762,dhong@example.org,736,0
5bc0df9b-6b80-4,@$1FqNmwE2,김성민,9204101834085,1992-04-10,F,017-420-2133,fgang@example.org,393,0
42b1b5f9-e1e3-4,q4R)Nnk7)1,백성진,9603021394374,1996-03-02,M,011-323-7346,bagareum@example.com,43,1
8c43d883-fced-4,(X6cZl)TBb,박현지,0507143802156,2005-07-14,M,019-667-8664,kyun@example.org,895,2
0954ddc7-9c2d-4,PqYe6GHc5),김현준,9205251685921,1992-05-25,F,062-293-7416,seoyeono@example.org,220,0
54c58aa4-3d18-4,*RGNGL3s#7,박동현,9211021664538,1992-11-02,M,016-588-3165,gimhyeonjun@example.org,581,0
5caaf4d6-401d-4,6z6dPOn!X&,이성현,9610191073342,1996-10-19,M,019-392-4107,gi@example.net,462,0
31f17965-0478-4,U1!^8Dp$_+,우민준,0004023136660,2000-04-02,M,042-031-5629,wcoe@example.net,629,0
4963992b-a544-4,YF5G&Ues+d,이정훈,9305231409347,1993-05-23,F,017-372-3024,jeongnami@example.org,115,4
6dfc4d1f-505e-4,)VbqWtfj4t,김승현,9310221517539,1993-10-22,M,016-112-9405,jeongnami@example.org,813,0
475a56a9-53d4-4,i^A9ZHxjZ^,박승민,9702121734410,1997-02-12,M,042-208-2211,ei@example.com,878,1
c4f3adbd-6782-4,@aGzLDbuO5,박유진,9611201637378,1996-11-20,F,062-774-9417,gangjinu@example.net,531,0
117526b7-bd50-4,jS@f1qJx8),송영길,9908061208716,1999-08-06,F,052-210-9731,ygang@example.com,976,0
a6159348-4217-4,++0#@NPirF,차준영,9512061199579,1995-12-06,M,052-678-8585,qbag@example.net,730,0
8bd9cebb-9db2-4,)TFyxEcmm1,윤우진,0208223602448,2002-08-22,F,033-314-2727,ijia@example.com,864,0
5576b1e8-eb37-4,!V1Rf)ve66,진정훈,9211141907174,1992-11-14,F,017-538-6891,jeongsu58@example.org,700,1
ed164c0d-59c7-4,P6MYNyd&&j,김진우,9909121791436,1999-09-12,F,011-662-4364,yeongilim@example.org,360,0
0c9656e6-a14a-4,44N9XyZi6+,이순자,9308211275149,1993-08-21,M,019-887-1999,gimjungsu@example.org,601,0
c05cca0c-2ae3-4,@4*OTFEDyG,박옥순,0203223841208,2002-03-22,F,041-700-7143,ggo@example.net,825,1
261b8073-e65c-4,98q65ATjK*,박은영,9709161420654,1997-09-16,F,063-401-6625,gimyeonghyi@example.org,48,0
6469965a-0294-4,@be8ABvfP%,노경숙,9512021036106,1995-12-02,F,041-651-0624,gyeonghyibag@example.net,611,3
fd3a21ef-2d72-4,&hzS3#HyK4,류성훈,0304043402790,2003-04-04,M,055-640-4915,bagsiu@example.org,19,1
df446d42-05e5-4,)4ItyOEny4,김영진,9405051723338,1994-05-05,M,052-422-4099,zi@example.org,62,0
ba2ce231-4e27-4,f1HV_fmZ+%,고승현,9608161521090,1996-08-16,M,055-530-6523,gwangsu02@example.com,652,0
e38f862d-982e-4,)U3YSDg@sg,곽영숙,0304283640741,2003-04-28,M,017-936-4948,gimsumin@example.net,81,0
44a08a3e-4215-4,1(7PEcNdw^,김수민,0106243583899,2001-06-24,M,017-812-1100,yeongilim@example.org,574,0
27da6ffe-ca4c-4,()IB6OUuc(,장민서,9109101832251,1991-09-10,M,019-064-3035,ihwang@example.net,292,0
34ab1d2f-b9b3-4,^nENfbPgz4,최지원,9007141848215,1990-07-14,F,018-232-2159,zgim@example.net,123,0
175132d2-cb0a-4,eI7Yd(ggC_,박미숙,9503271068094,1995-03-27,F,062-270-7122,jiagim@example.org,241,0
989d1aaf-01d5-4,RQejxa2v@5,구경숙,9201021003511,1992-01-02,F,054-663-6475,juweongim@example.org,262,0
cc47ddc4-cf36-4,i93LWZ&c^4,이지아,9308021163449,1993-08-02,M,018-220-8686,yunyeongho@example.org,914,0
b1abf76d-88c2-4,xc0EeizHP@,민지훈,9303181155450,1993-03-18,M,052-832-6696,mi@example.org,418,1
cd83eebc-79b1-4,*42TidFk0n,한성호,8805261540275,1988-05-26,M,062-168-0615,gyeongsui@example.com,209,0
51f655f8-a1ab-4,QD1VjT1uZ$,윤현주,0202143581229,2002-02-14,M,016-796-7782,ryuhayun@example.org,860,0
9b024605-87b5-4,K^A^0TbfVL,박지민,9109031486053,1991-09-03,F,010-9964-0869,munboram@example.org,606,0
8e750975-fe8e-4,)05DJcPz!5,장민서,9610071781735,1996-10-07,F,032-035-2570,yeonggilha@example.com,349,1
0f2bab38-0f48-4,QTNvp2&w4$,이영수,9612231990615,1996-12-23,F,055-726-7341,isujin@example.org,432,0
cae558de-a1ab-4,&_l!DHjl59,서명숙,9606081256684,1996-06-08,M,018-850-0401,minseog50@example.com,811,6
f786409c-97fc-4,kRPNwIar$6,박정수,9604031632305,1996-04-03,F,070-2819-8916,ihyeonji@example.net,666,0
54ed7008-6048-4,r&5m9Aobny,윤정남,0102283198905,2001-02-28,M,052-181-4606,seoyeono@example.org,168,3
be485092-5355-4,$74#S28UmS,이유진,9406151654456,1994-06-15,M,010-7904-8320,seongyeonggil@example.net,462,1
49436222-5425-4,U(sOQmGU)5,황승민,8611051726855,1986-11-05,M,062-326-0659,byeongceol29@example.org,30,0
5d7fc2a7-09a8-4,%hbCuznE6k,박수진,9512051553145,1995-12-05,M,017-349-0337,sugja73@example.net,96,0
c52a850d-734b-4,#k0rGvCyf9,임준영,9512151893077,1995-12-15,M,011-579-9925,yeongilim@example.org,243,0
ca59722b-8202-4,kb(6I&Fi9f,김주원,9802071393550,1998-02-07,F,031-741-6294,gimseohyeon@example.net,711,0
32878ca8-0e1b-4,_hyQcmnD1*,박정희,9505281059052,1995-05-28,F,054-908-7496,hayunryu@example.net,80,0
0c01257a-21ff-4,1(y^7WY36r,박숙자,9212221682778,1992-12-22,F,052-698-4110,kcoe@example.net,13,0
c1a3681e-c73e-4,NgSPWlfG^5,지명숙,9606011177038,1996-06-01,M,070-3905-4579,eunjujo@example.net,690,0
88341f63-4d1f-4,&7U8lGk8VO,김현지,9702131162799,1997-02-13,F,031-065-8562,hyejingang@example.net,586,0
730d22ee-068c-4,kk7eD3yx&4,박경수,9207011809329,1992-07-01,M,064-785-6769,gimbyeongceol@example.com,473,2
9dfa799d-ab81-4,(3HgWX4g$a,김유진,9903151308087,1999-03-15,F,044-384-3810,gimjeonghun@example.org,397,1
9e9f0d65-6cf2-4,oh%5X5aWa+,박정호,9305271759981,1993-05-27,M,052-379-7481,sonjeongho@example.net,589,0
c4d2a08a-ae9d-4,#9!(PbB1yo,이민지,9011211077746,1990-11-21,M,042-960-1800,gimjeongnam@example.net,781,0
1b1e0b69-00a6-4,&4B$eP&isb,송상호,8801021567399,1988-01-02,M,011-435-9859,bagsiu@example.org,547,0
2bfae67d-1acd-4,dV7RblDT#*,전영환,9511071953248,1995-11-07,M,062-407-7129,gangseoyun@example.net,447,0
128bfb02-e3d5-4,&%lE7Yvu5&,임정웅,8810041463195,1988-10-04,F,019-759-1047,bagsiu@example.org,152,0
82348cd1-a38c-4,$03Thx_NRe,박민재,8911281687146,1989-11-28,F,031-745-3693,ggweon@example.com,808,0
38dfa8cb-9bd0-4,^u4Zb2u09y,최영미,9906271656403,1999-06-27,F,016-165-9398,gimjungsu@example.org,375,0
52b1bf90-60e1-4,+YXrT0Vbi4,오옥순,0104033506639,2001-04-03,F,011-959-9888,wgim@example.com,254,0
90bb6a0a-2346-4,p^H1KptHaq,장정숙,9611211651034,1996-11-21,M,033-741-5019,li@example.net,219,0
d81943a0-fc03-4,V&+j2PsezY,한영진,8905031323965,1989-05-03,F,02-0581-9102,ryuhayun@example.org,921,0
c62b2f26-5812-4,+55FYh#b_$,김준영,9503081870279,1995-03-08,M,055-652-1693,seoyeono@example.org,3,0
28ced740-571a-4,@d7o5LLeJ$,김진우,9805271743882,1998-05-27,F,033-758-5486,hayunryu@example.net,312,0
d55929e4-db82-4,$JPCae)Z89,윤영일,8703061564577,1987-03-06,F,054-045-7481,ihyeonji@example.net,181,0
b71d669d-e8fb-4,@i7vRaOijF,한서윤,9310151346670,1993-10-15,F,044-209-3434,yunseojang@example.org,914,0
361c2493-0ca7-4,+1DcXulta7,박정호,0508113057571,2005-08-11,M,063-184-0744,mgim@example.net,851,0
055b16c0-a409-4,&UP3s(8Gn9,이예진,9312281844965,1993-12-28,F,043-070-5589,hanhayun@example.org,114,0
0e706d10-a5ae-4,08P#Kjmw$e,윤지훈,9206221768068,1992-06-22,F,02-8275-4087,gimeungyeong@example.org,652,0
32ae825d-2020-4,jIt4ST6n0(,김지영,9301121097896,1993-01-12,M,017-221-8205,gimjeonghun@example.org,700,2
4a7537be-2a92-4,!Cfh6K^dDa,김승현,9212021488398,1992-12-02,M,016-968-5794,yangujin@example.net,701,0
de97bebe-eac8-4,Ld13kFyxP&,최승민,9502171618045,1995-02-17,F,031-534-9381,gimjeonghun@example.org,52,0
5cf441d7-cf94-4,V#L6YdJN8$,권예지,0108223289099,2001-08-22,F,031-122-6099,munjuweon@example.com,256,0
